Name,Score,Weight
Christopher Cousins,5.7,1.5
Joe Stillman,5.72,2.6
Scottie Thompson,5.17,5.48
Peter Millard,4.77,0.5
Victor Brandt,4.51,0.5
Maybelle Wallace,5.99,0.5
Nathaniel Moreau,5.36,0.5
Danyi Deats,6.5,0.5
Razaaq Adoti,5.46586206897,2.9
Gary Lee Davis,5.93,0.5
Richard Bradford,5.58428571429,3.5
Seung-wan Ryoo,5.51,0.5
Luis Corts,6.02,0.5
Richard Pearson,4.68,0.5
Adam Scarimbolo,4.74,0.5
Cynthia Martells,6.29,0.5
Ashley Johnson,6.19620689655,2.9
Joseph Carter,7.05,1.3
Yau-Gene Chan,4.59,0.5
Francesca Annis,5.87731707317,7.38
George Maguire,7.1,0.5
Jonathan Guss,5.57,0.5
Brett Halliday,6.32,1.3
Michael Arden,6.085,1.0
Catherine Rabett,6.58,0.5
Nelly Furtado,5.47,0.5
Natalie Babbitt,6.09,1.3
John Banville,5.84,1.3
Paul Rust,5.33,5.48
Linda Ballantyne,4.14,0.5
Ahmed Best,6.085,1.0
Lynn Cohen,6.13285714286,4.9
Vic Browder,6.34,0.5
Tony Ghosthawk,5.4,0.5
Michael Browning,5.6,1.3
Sean Marquette,4.56123745819,5.98
Sidi Henderson,5.18,0.5
Victoria Smurfit,5.23,0.5
Jamari Richardson,6.8,0.5
James Brown,6.29791666667,2.4
Mort Briskin,6.41,2.6
Grace Jones,5.72978520286,8.38
Charlie Fletcher,4.37,1.3
Nancy Fields,6.41,0.5
Charles Woolf,5.56,0.5
Nikki Blonsky,6.35,0.5
Marta Velasco,5.03,0.5
Yves Heck,6.93,0.5
Tom Lenk,6.47,0.5
Erland Josephson,6.3,0.5
Tom Wood,6.54896551724,2.9
A. Delon Ellis Jr.,5.99,0.5
Ricky Garcia,4.45046822742,5.98
Michelle Thrush,5.27,0.5
Kurt Eichenwald,6.15,1.3
K Callan,6.17,1.0
Walter Bankson,5.7,0.5
Michael Bower,5.5,1.0
Vincenzo Amato,4.86,1.9
Avner Eisenberg,5.97,0.5
Tabu,6.92,0.5
Darren Moloney,4.47,3.5
Kate Burton,6.03666666667,3.0
Michael Bowen,6.12044117647,10.88
Liam Neeson,5.94829493088,95.48
Rodney A. Grant,6.39558823529,3.4
Chad Gomez Creasey,5.79,1.3
Marshall Efron,5.92666666667,1.5
Rose Marie,5.81,0.5
Frank Murray,5.19,0.5
Joel Silver,6.83,0.5
Eric Scott Cooper,5.92,0.5
Joel Gallen,5.8,3.5
Dennis Ford,6.34,0.5
Peeya Rai Chowdhary,5.77,0.5
Allegra Leguizamo,6.48,0.5
Dan Anderson,6.24,1.0
Leonard Gaines,6.21,0.5
Joseph Ashton,6.35,0.5
Tom Aldredge,5.715,3.0
Jennifer Westfeldt,6.62,6.78
John North,6.09,0.5
Ian McElhinney,5.3745819398,5.98
Hal Needham,3.92,3.5
Victoria Abril,4.86,1.9
Guy Carleton,6.69,0.5
Alec Berg,5.49,3.9
Kayvan Novak,6.29,5.48
Lynn Borden,6.89,1.0
Sam O'Brien,6.44,0.5
Jan Niklas,5.74,0.5
Krzysztof Luft,7.57,0.5
Jon Vitti,5.425,2.6
Ryan Stiles,5.75,1.9
Lydell M. Cheshier,5.59,0.5
Jonathan Tolins,5.81,1.3
Jeffrey Kramer,6.27282051282,3.9
Bob Spiers,4.32,3.5
Richard Liberty,6.46,0.5
Andr Nemec,6.57,1.3
Charlie von Simson,6.81,0.5
Jean-Hugues Anglade,5.36551724138,2.9
David Shumbris,6.09,1.0
Taggart Hurtubise,4.28,0.5
Tamayo Perry,5.61,0.5
Nina Shock,5.86,0.5
Zach Hopkins,7.15,0.5
Michael Aranda,3.75,1.9
Joseph Shiloach,5.39,0.5
Bennet Guillory,7.05,0.5
Peter Michael Goetz,5.40857142857,3.5
Chris Milan,6.19,0.5
Mark Richt,7.61,0.5
Kate Micucci,4.78,0.5
William Johnson,6.27,1.0
Cosimo Fusco,6.05,0.5
China Anderson,5.47,0.5
Peter Benchley,5.315,7.8
Charley Ramm,6.66,0.5
Milos Kirek,5.94,0.5
Bostin Christopher,6.44,0.5
J. Stephen Coyle,6.06,0.5
Amelia Campbell,4.81,1.9
Kimberly Stringer,6.14,5.48
Ashley Arai,7.01,0.5
Christopher Clarke,5.92,0.5
Sarah Woodward,5.8,0.5
Ahmed Ben Larby,5.75,0.5
R.J. Adams,6.29,0.5
Gregg Daniel,5.08,0.5
Dave Nichols,5.81,0.5
Laura Ann Kesling,5.86,0.5
Lloyd Bridges,7.20148148148,6.48
Houston Mack,5.67,0.5
Daniel Barber,6.09,3.5
Adam Simon,5.05947916667,9.6
Larry Clemmons,6.74909090909,4.4
Haruka Igawa,5.98,0.5
Hark Tsui,4.80328244275,13.1
Verne Troyer,5.83333333333,3.0
Helen Miller,6.51,0.5
Peter Siragusa,6.145,1.0
Chris Matheson,5.5875,5.2
Dusan Perkovic,4.67,0.5
Tracy Goode,7.61,0.5
Lela Rochon,5.40063492063,6.3
Catherine Cadou,6.13,0.5
Timon Kyle Durrett,5.22,0.5
Judith Paris,6.3,0.5
Joe Farmer,7.25,0.5
Stuart Blumberg,6.3335483871,3.1
Jake Sandvig,5.6141509434,5.3
Jonathan Emerson,4.96,0.5
Sam J. Levine,5.24,0.5
Michael O. Sajbel,5.68,3.5
Henry D. Coleman,7.04,0.5
Elizabeth Morehead,5.96,0.5
Kevin Smith,6.42365599136,55.58
Nicholas Hutchison,6.48,0.5
Laura Marano,5.9,0.5
Irene Cara,5.54,0.5
Patrick Lussier,5.44096385542,8.3
Akhil Jackson,5.47,0.5
Rachael Handy,6.92,0.5
Nick Krause,6.89,1.9
Cyrus Shaki-Khan,5.93,0.5
Richard Compton,7.29,3.5
Grayson Victor Schirmacher,3.77,0.5
Matt Ross,5.84722222222,5.4
John Hughes,6.27034482759,26.1
James Kisicki,5.01,0.5
Richard Martin Stern,6.71,1.3
Captain Kidd Brewer Jr.,6.52,0.5
Bambadjan Bamba,6.53,0.5
Sean Moynihan,5.88,1.3
Terrie Kalbus,7.05,0.5
Adriane Brown,6.58,0.5
Ron Palillo,5.99,0.5
Attila rpa,5.52,0.5
Craig Kirkwood,6.92,0.5
John Guare,6.375,2.6
Kevin Waterman,5.21,0.5
Jake Weber,5.58844155844,10.78
Leon Isaac Kennedy,6.01,1.9
Elisa Gabrielli,6.3,1.0
Arne Olsen,5.16,1.3
Michael Jenn,5.42,1.0
Mark Collie,5.73166666667,2.4
Dorothy James,3.7,0.5
Connor Matheus,5.36,1.5
Jeremy Lelliott,5.55,0.5
Jim Field Smith,6.1,3.5
Ashley Lyons,3.43,0.5
Steve Burton,5.83,1.9
Helena Kriel,5.71,1.3
Niketa Calame,7.17,0.5
Jeff East,5.84647208122,7.88
Frances Hyland,5.25,0.5
Andrea Roth,5.86,0.5
Andrew Davies,5.6375,5.2
Dipak Pallana,6.225,1.0
Cory Hodges,6.49541666667,2.4
Kiran Shah,6.005,1.0
Brianna Gillen,5.19,1.9
Karina Lombard,6.095,1.0
Keanu Reeves,6.00934526854,117.3
Cindy Pickett,5.895,1.0
Terence Bowman,4.49,0.5
Donald Li,5.84333333333,1.5
Yorgo Constantine,6.59,1.0
Ronald Harwood,5.8425,5.2
Robert Hogins,5.53,0.5
Monica Staggs,5.56,0.5
Angelo Massagli,5.935,1.0
Brian Geraghty,6.14841269841,6.3
Ami Almendral,6.0,1.9
John Ingle,5.75,1.0
Estelle Skornik,6.16,0.5
Tony Ward,5.58,0.5
Kevin Tenney,5.89855421687,8.3
Paul Anderson,6.63,0.5
Don McKellar,5.51675675676,3.7
Irina Brecher,6.43,0.5
Thomas Rosales Jr.,5.89714285714,3.5
Margaret Smith,6.44,0.5
Lauren Bittner,6.44050167224,5.98
Mark Andrew Olsen,5.68,1.3
Robert Preston,6.19,0.5
Nancy Kwan,6.41,0.5
Kelly Ward,5.59,0.5
John Houseman,6.50862068966,2.9
Michael Higgins,6.6275,2.0
Isaiah Stone,6.73,5.48
Brett Wagner,5.9,0.5
Metta Davis,5.86,0.5
Suzanne Ristic,5.91,0.5
Julie Harris,5.93,3.8
Rooney Mara,6.54926406926,13.86
Evelyn Sithole,6.03,0.5
Hiro Kanagawa,5.095,1.0
Juan Garca,5.54,0.5
Peter Faber,6.6,0.5
Jeannie Long,6.07,1.3
Michle Moretti,5.83,0.5
Reynold Cindrich,5.63,0.5
Cade Dundish,6.02,0.5
Chad Everett,5.685,1.0
Mansi Upadhyay,5.63,0.5
Richard Kwietniowski,5.71,3.5
Phoebe Falconer,6.29,0.5
Andrew Robinson,6.96577661431,11.46
James Opher,6.24,0.5
Margo Harshman,5.48,1.0
Jasmine Burke,6.59,0.5
Maile Flanagan,6.48,1.9
Mark A.Z. Dipp,5.36,3.5
Luis Camacho,5.83,1.9
Daniel Goldberg,6.71,1.3
Stephen Glantz,5.32,1.3
Daphne Zuniga,6.51996655518,5.98
Lin Shaye,5.865,5.0
Bethany M. Paquin,5.19,0.5
Timmy Deters,5.71,0.5
Jason Richman,5.48,2.6
Bronwen Hughes,5.86,3.5
Michael J. Fox,6.12401403957,62.68
Christo Jivkov,6.91,1.9
Juan Carlos Hernndez,5.58441176471,3.4
Dave 'Squatch' Ward,4.69,0.5
Peter Falk,5.62471698113,5.3
Conner Dwelly,4.5,0.5
Jarrad Pon,6.13,0.5
Vivien Cardone,7.09,0.5
Bruce Hendricks,4.69,3.5
Wayne Nickel,5.46,0.5
Aaron Langridge,5.93,0.5
Fernando Hernandez,6.12,0.5
Harry Carey Jr.,6.72,1.5
Madge Levinson,5.92,0.5
Henrik Prip,4.72,0.5
Wayne Charles Baker,5.27,0.5
Robin Moore,5.635,2.6
John Calley,5.13,0.5
Cindy Drummond,6.88,1.0
Ivette Diaz Dumeng,5.55,0.5
Stphane D'Audeville,6.15,0.5
Thomas Brunelle,6.96,0.5
David Kienzle,6.22,0.5
Liris Crosse,6.06,0.5
Peter Hansen,5.51,0.5
Craig McCracken,5.77,3.5
Nikki Cox,5.06,1.0
Danny Kortchmar,6.14,0.5
Charlotte Rae,6.01,1.0
Jordan Burton,5.6,0.5
Kadeem Hardison,5.30072356215,10.78
Eros Vlahos,5.74,0.5
David Lascher,5.66,0.5
Devan Leos,4.98,0.5
William Houston,6.71,1.0
Shawn Roberts,5.47219178082,7.3
Jimmy Nail,5.81,1.9
Elana Shilling,6.64,0.5
R.A. Mihailoff,4.79,0.5
River Phoenix,6.33069002123,18.84
Katy Brand,5.74,0.5
Patricia Fraser,5.81,0.5
Robyn Peterson,5.075,1.0
Jean-Pierre Amiel,6.57,0.5
Taina Elg,5.83,0.5
Stephanie Faracy,6.13323529412,3.4
Glenndon Chatman,6.33,5.48
David Bamber,5.94,1.5
Lars von Trier,5.68234146341,20.5
Kim Tabet,5.81,0.5
Ralph Joseph,6.75,0.5
Hunter Carson,5.16,5.48
Sergio Nicolai,5.74,0.5
Shari Albert,7.27682274247,5.98
Trevor Baxter,5.82,0.5
Marti Noxon,5.86,1.3
John X,5.35,0.5
Saul Kahan,6.77,5.48
Cameron Dye,6.75,0.5
Henry Edwards,4.45,1.3
Veronica Afflerbach,6.54,0.5
Christian Middelthon,5.75,0.5
Arthur Burghardt,6.295,1.0
Kid Rock,5.525,1.0
Joseph Attanasio,5.97,0.5
Idina Menzel,6.29,1.0
Mark Jordan,6.59,0.5
Victoria Rowell,5.53,1.0
Billie Gibson,7.24,0.5
Espher Lao Nieves,7.53,0.5
Philip Lawrence,7.04,0.5
Jason Momoa,5.09,5.48
Thom Gossom Jr.,5.66,0.5
Stuart Townsend,5.26714719272,13.18
Charlie Hunnam,4.65799628942,10.78
Jessica Steen,6.07,0.5
Monica Calhoun,5.875,1.0
Cam Neely,6.9,0.5
Larry David,6.09324414716,5.98
Larry Reynolds,4.89,0.5
Gary David Goldberg,5.76,9.6
Cody Lightning,6.54,0.5
Jordan Nagai,7.06,1.9
Babak Karimi,7.69,0.5
Alison Wiegert,6.66,0.5
A.P. Singh,6.24,0.5
Dawn Maxey,5.03,1.0
Michael Brandt,5.69,3.9
Andy Wilson,5.26,3.5
Robert Stack,4.80475644699,6.98
Larry Pine,6.26666666667,1.5
Anna Marie Allred,5.6,0.5
Abhishek Bachchan,5.63,5.48
Cricky Long,4.96,0.5
Lyndsy Fonseca,6.46,1.0
Steven Feinberg,5.59,1.3
Wendy Schaal,5.325,6.48
Hilary Angelo,6.3,0.5
Jenna Byrne,5.46,0.5
Ed Tracey,3.48,0.5
Shaun P. O'Hagan,6.42,0.5
George Ghali,5.14,0.5
Roald Dahl,6.225,5.2
Nick Mancuso,5.88875,2.4
Eddie Medrano,6.54,0.5
Robert Flurie,5.53,0.5
Adam Hansley,5.64,0.5
Jason Narvy,5.16,0.5
Bobbie Brown,3.58,0.5
Menno Meyjes,6.14583333333,4.8
Matthew Faber,6.86,0.5
Anne Marie Howard,6.47,0.5
Hugh Keays-Byrne,6.93,1.9
Christopher Sayegh,6.66,0.5
Franklin Amobi,6.05,0.5
Robert Elross,6.09,0.5
Rachel Miner,5.38,0.5
Brooke Theiss,5.97,0.5
Kevin Rees,5.31,0.5
Tina Theberge,6.75,0.5
Alexander Strobele,5.68,0.5
Austin Williams,6.65,0.5
Anne Day-Jones,5.86,0.5
Honglei Sun,5.96,0.5
Tony Stephano,6.25,0.5
Sam Lloyd Sr.,6.32,0.5
Warren Lewis,6.14,1.3
Vic Armstrong,4.97,0.5
Bodil Jrgensen,4.72,5.48
Michael Railsback,6.56,0.5
Walter A. Doty III,4.09,1.3
Jaleel White,4.95,1.0
J. Michael Oliva,6.86,0.5
Michael Talbott,6.63,2.0
Peggy Sheffield,6.06,0.5
Terry Milam,3.47,0.5
Jeffrey Garcia,5.88967741935,6.2
Nick Kosovich,5.47,0.5
Aidan Devine,5.64666666667,1.5
Emily Warfield,4.77,0.5
Danny John-Jules,6.19,0.5
Earth Wind &amp; Fire,4.45,0.5
Vincent Grass,5.97,0.5
Christopher Lambert,5.23639732373,38.86
Sasha Roiz,6.015,1.0
Jessie Lawrence Ferguson,6.61,1.5
Jie Dong,5.92404682274,5.98
Jacob Blair,6.13333333333,1.5
Neil Cuthbert,5.54,1.3
Torri Higginson,6.66,0.5
Rick Seaman,5.26,1.3
James Getzlaff,5.3,0.5
Doghmi Larbi,7.04,0.5
Robert Harvey,4.56333333333,1.5
Will Hutchins,4.39,0.5
In-hwan Park,5.56,0.5
Brittany Paige Bouck,5.39,0.5
Chapman Russell Way,5.96,0.5
Abu Bakaar Fofanah,6.36,0.5
Assumpta Serna,5.91,0.5
Cyril O'Reilly,5.02,1.5
Jennifer Freeman,4.74041666667,2.4
Hung-Chang Wang,6.09,0.5
Matt McKenna,5.72,1.9
Peg Shirley,4.5,0.5
Sheila Ferrini,5.97,0.5
Christopher Markus,5.9875,5.2
Sara Simmonds,6.86,5.48
Chris Isaak,6.095,1.0
Joe Wright,6.41448275862,14.5
Walt Gorney,6.33,1.0
Maria Doyle Kennedy,5.84,0.5
Yimou Zhang,6.23480916031,13.1
Charles Barkley,5.76,0.5
Sean Hagerty,5.3,0.5
Kate Newby,4.26,0.5
Akaji Maro,6.98,0.5
Louis Heckerling,6.36,0.5
Patrick Cherry,6.06,0.5
Nina Henderson,5.19,0.5
Jennifer Beals,5.69507936508,6.3
Sally Phillips,5.965,1.0
Dianne Wiest,6.03507042254,31.24
Gavin Mitchell,4.54,0.5
Bubba Smith,6.75,1.9
Scott Morgan,5.91,0.5
Vanessa Taylor,6.22,1.3
George Coulouris,7.15,0.5
Sean McGrath,4.98,0.5
Patrick Mapel,6.95,0.5
Rob Corddry,6.02948051948,7.7
Paris Petrick,7.45,0.5
Lszl ron,5.27,0.5
Garrett Warren,5.94,0.5
Jessica Horn,4.96,0.5
Pamela Hart,7.28208333333,2.4
Vanessa Bauche,7.08,0.5
Craig Gillespie,5.84666666667,10.5
Gerard Plunkett,5.925,2.0
Mark L. Lester,5.5960106383,18.8
Duncan Fraser,5.66333333333,1.5
Phillip Brock,5.58333333333,1.5
America Olivo,5.84,0.5
Richard Morant,6.28,0.5
James Fox,5.60839506173,14.58
Ralph Ineson,5.475,1.0
Shen Shou He,6.07,0.5
Kotoko Kawamura,6.23,0.5
John Kavanagh,5.245,1.0
Jayne Gray,4.29,0.5
Violet Columbus,5.33,0.5
Grard Brach,5.9825,5.2
Wade Davis,6.19,1.3
Lori Alan,7.09,0.5
Joe Dixon,6.06,0.5
Anthony LaPaglia,5.91467532468,7.7
Kenny Cau,5.12,0.5
Jack Gwillim,6.38,0.5
Lauren Faust,5.77,1.3
Harry Lloyd,6.19,0.5
Nae,6.7,0.5
Laura Harrington,5.66379310345,2.9
Marla Zuk,6.23,0.5
Tayva Patch,5.53,0.5
Nas,5.52,6.78
Max Elliott Slade,4.78350253807,7.88
Ian Ogilvy,5.68,1.0
Christian Campbell,6.31050167224,5.98
Cathleen Nesbitt,6.45,0.5
Macy Gray,5.735,2.0
Gary Commock,6.82,5.48
Jenny Agutter,5.89700507614,7.88
Richard Robinson,6.56,1.3
Michael Polish,6.19818913481,19.88
Cece Tsou,6.51,0.5
Jonathan Bouck,5.86,0.5
LaRita Shelby,5.67,0.5
Ellen Cleghorne,5.5,1.0
Connett Brewer,5.83,0.5
Susan Jennifer Sullivan,5.71,0.5
Stefan Schnabel,5.83,0.5
Michael Love,5.6,1.3
Jeannette Weegar,4.88,0.5
David Newman,4.935,2.6
Justin Bradley,5.56,5.48
Dan Herzberg,5.47,0.5
Louis Giambalvo,5.785,2.0
Bruno Bichir,5.1,0.5
Abdul Mutakabbir,5.68,0.5
Justin McDonald,5.66,0.5
Marvin Braverman,5.77,0.5
David Bowe,5.555,2.0
Daniel Caruso,6.58,0.5
Michael Ajao,5.5,0.5
Peter Kerwin,7.09,0.5
Jimmy Smits,5.44922953451,12.46
Noni Lewis,6.74,0.5
Lillian Hurst,6.04,0.5
Quinn Duffy,5.75,0.5
Irma P. Hall,5.93870905588,10.38
Lorne Green,5.75,0.5
Matt Riedy,6.03,0.5
Joel Fry,5.21,0.5
Burt Bulos,6.11,0.5
Wayne Nicklas,5.67,0.5
Don Creech,5.96,0.5
Norman Bennett,5.25,0.5
Raad Rawi,5.695,1.0
Marlene Mitsuko Yamane,5.87,0.5
Jeffrey Lieber,6.09,1.3
Barbara Gordon,5.49,1.9
Steph Lady,5.75,1.3
Darrell Zwerling,6.58,0.5
Jimena Hoyos,6.45,0.5
David Rock,6.58,0.5
Leo Fitzpatrick,6.58,5.48
Brian McGrath,6.38,0.5
Karen Barna,5.91,1.3
Jarre Fees,5.47,1.3
Kamel Krifa,5.46,0.5
Lisa Hanna,5.49,0.5
Bill E. Rogers,5.73,0.5
April Blair,5.52,1.3
Josef Rusnak,6.11,4.8
Anne Ramsey,6.38375,2.4
Woody Eney,6.23,0.5
Robert Crumb,6.63,1.3
Kenneth Lonergan,6.52432432432,7.4
Nick Gregory,5.85,0.5
Samuel Roukin,6.07,0.5
Marsha Thomason,4.94693766938,7.38
Don Carlos Dunaway,6.09,1.3
Peter Sarsgaard,6.11353217158,29.84
Spiros Focs,5.84916666667,2.4
Bruce Green,7.06,0.5
Jennie Snyder,5.66,1.3
k.d. lang,5.21,0.5
Scott Fowler,6.08,0.5
Michel Robin,6.6,0.5
Spencer Maybee,5.64,0.5
Adam Collins,5.38,0.5
Rob Huebel,5.6025,2.0
David Bennett,4.63,0.5
Dermot Crowley,6.24,1.0
Sue Ane Langdon,6.23,0.5
Aftab Pureval,5.94,0.5
Payman Maadi,7.69,5.48
Elyzabeth Walling,5.93,0.5
Joe Nunez,6.77,1.5
Julie Bowen,5.53006072874,9.88
Tyron Leitso,3.88,5.48
Bill Roberson,6.28,0.5
T.C. Stallings,6.69,0.5
Simon Abkarian,6.54965517241,2.9
Derek Hamilton,5.655,1.0
Elena Lyons,5.35,5.48
Harrison Bieker,6.68,0.5
Brad Leland,6.255,1.0
Michael Budd,6.49,0.5
Hassam Ghancy,6.3,0.5
Michael Ryan,6.18,1.0
Elizabeth Hoffman,5.82666666667,1.5
Patrick Million,6.61,1.3
David Nicholson,6.45,0.5
Emily Perkins,4.54752508361,5.98
Kathryn Joosten,5.48,1.0
Patrice Chreau,6.84,0.5
Columbia Dubose,6.92,0.5
Tony Campisi,5.59,0.5
Kim Delgado,6.45,0.5
Kimberly Scott,6.27625,4.0
Peter Kosminsky,6.29,3.5
Adriano Giannini,5.83,0.5
Louise Lemoine Torres,6.65,1.9
Michael Roberts,5.36,0.5
Benjamin Weir,5.96,1.9
Leila Danette,6.8,0.5
Richard Cox,5.2,1.9
James Earl,6.24,0.5
Kaitlin Riley,5.105,1.0
Zuzana Geislerov,5.62,0.5
Jorge Luke,5.83333333333,1.5
Stoney Burke,6.49,0.5
Simon Ward,4.66,0.5
Norma Crane,6.72,5.48
Debby Bishop,6.2,1.9
Tony Darling,6.5,0.5
James Gallanders,5.45,0.5
Kaui Hart Hemmings,6.89,0.5
Ingeborga Dapkunaite,6.05,1.5
Mo'Nique,4.61615566038,8.48
Sasha Spielberg,6.74,0.5
Neal Purvis,6.19833333333,7.8
Gerasimos Skiadaressis,5.43,0.5
Bryan Bertino,6.25,4.8
Mary Castro,4.8,0.5
Jason Oliver,6.3,1.0
Sam M. Hall,5.69,0.5
Alyy Khan,6.3,0.5
Bradley Wentworth,6.3,0.5
Ben Harlan,7.01,0.5
Harish Patel,5.71,0.5
David Kidd,5.28,1.3
Geoffrey Copleston,4.16,0.5
Gus Mercurio,5.84666666667,1.5
Olympia Dukakis,5.90333333333,7.2
Tarina Pouncy,5.77,0.5
Yan Ming Shi,4.66,0.5
Montse Viader,4.96,0.5
Robert Vince,4.01,4.8
John Innes,5.9,0.5
Christopher Guest,6.08791519435,28.3
Chelsea Cipolla,6.18,0.5
Meghan Markle,6.58,0.5
Mishal Husain,6.59,1.9
Patricia Velasquez,5.98,1.5
Charles Ferguson,6.85,4.8
Paul Gross,5.49,6.7
Carlos Gmez,6.182,2.5
Angela Bettis,5.81070987654,6.48
Tom Jones,6.09,1.0
Rita Karin,6.71,1.9
Konga Mbandu,6.03,1.0
Frances McDormand,6.235064884,50.86
Rebecca Broussard,5.62,0.5
Jill Hennessy,4.49323529412,3.4
Oliver Jackson-Cohen,5.8,1.5
Dirk Lavryssen,5.44,0.5
Marcell Rosenblatt,6.71,0.5
David McNally,5.235,7.0
Alan Rudolph,5.37129770992,13.1
F. Murray Abraham,5.99450189155,15.86
Tess Malis Kincaid,4.73,0.5
Cameron Bowen,6.33,1.0
Kitanou St. Germain,3.59,0.5
Donna McDaniel,5.82,0.5
Christian Bruna,6.58,0.5
Brendan Malloy,5.84,3.5
Alan Cumming,4.61956228956,11.88
Jason Stammers,6.16,0.5
Wayne Ward,5.72,0.5
Claire Rushbrook,7.01,1.9
Trent Cameron,6.29,0.5
Tom Jarmusch,6.69,0.5
Johnny Venocur,5.71,0.5
Duffy Taylor,5.84,1.0
Sam Claflin,5.94333333333,2.4
Roberta Peters,5.66,0.5
Peter Guinness,4.54,0.5
Michael Zaslow,5.02,0.5
Andre Lamal,6.04,0.5
Emily Procter,5.40275862069,2.9
Hal Yamanouchi,5.74,0.5
Mathew Wilkinson,5.87,0.5
Ed Hapstak,7.39,0.5
Michael Edmiston,5.22,0.5
Ralph St. George,7.54,0.5
Daniel Day-Lewis,6.43303584229,55.8
Jerry Stiller,5.57857142857,3.5
Dubravko Jovanovic,5.75,0.5
Jason Beck,5.36,0.5
Devon Gearhart,5.22,1.0
Concetta Tomei,5.12,0.5
Terry Ballard,5.96,0.5
Manuel Fidello,5.71,1.3
Nikolaj Coster-Waldau,5.93,1.0
Bruce Joel Rubin,6.235,5.2
Vera Jordanova,5.62,0.5
Damon Dash,4.89,0.5
Michael Earl Reid,6.55,0.5
Jenny Beck,5.09,1.9
Ridley Scott,6.25,59.5
Kai Lennox,6.54,1.0
Christopher Jones,4.68,0.5
D.J. Howard,5.82,0.5
Ralph Bakshi,6.30877094972,17.9
Joseph Bono,7.05,0.5
Jane Menelaus,6.27,0.5
Keith Allison,5.47,1.9
Nick Catanese,5.43,0.5
Brandon Obray,6.26,0.5
Colby Chester,6.26,0.5
Ryan Zwick,5.01,0.5
Robert Gillibrand,6.46,0.5
Steve West,5.32,0.5
Mike Gabriel,6.17,3.5
Madeline Zima,6.49,0.5
Gordana Vukres,5.42,1.9
Tom Bower,6.03891891892,7.4
Joan Sims,5.44,1.9
Jae Mamuyac,5.94,1.9
Peter Koch,6.34,0.5
Jessica Biel,5.43907430469,48.18
Michelle Vynh Le,5.7,0.5
Anne Kent,6.38,0.5
Meg Mundy,6.67666666667,1.5
Laurine Towler,6.02,0.5
Fraser Kerr,6.29,0.5
Maria Schell,6.36,0.5
Darnell Martin,6.04,4.8
Michael Schlingmann,5.39,0.5
Phillip Glasser,5.69,0.5
Nancy Baldwin,6.19,1.9
Johan Leysen,6.13,0.5
Marco Schnabel,4.52,3.5
Angela Rawna,6.22,0.5
Sophie Lee,6.74,5.48
Tim Halligan,5.97,0.5
Robert Schwentke,6.175,7.0
Geordie Johnson,6.66,0.5
Christina Stojanovich,5.71,0.5
Jim Davis,5.28,1.3
Andrew J. Marton,5.67,0.5
Sean Hayes,6.035,3.4
Margery Sharp,6.95,1.3
Colette Blonigan,6.59,0.5
Leo Benvenuti,5.86,3.9
Tom Georgeson,6.695,2.4
Marta Kaczmarek,7.05,0.5
Katlin Tyler,6.25,0.5
Kim Barker,5.39,1.3
Avi Korine,4.87,1.3
Skip Hollandsworth,6.24,1.3
Randy Raney,5.305,1.0
Terrie Batson,5.88,0.5
Archie Hamilton,5.92,0.5
Anthony Chisholm,5.685,1.0
George Barrows,5.31,0.5
Marion Eaton,5.82,0.5
Badi Uzzaman,5.46,1.9
Al Matthews,7.39,0.5
Whitney Cummings,5.62,0.5
Ted Whittall,6.02,0.5
Andy Armstrong,5.46,0.5
Jake Dylan Baumer,5.81,0.5
Bibi Caspari,6.85,0.5
Ralph Marrero,6.46,0.5
John Leguizamo,5.5834964483,76.02
Sam Peckinpah,7.13,3.5
Stefano Maria Mioni,4.89,0.5
Chit-Man Chan,6.09,0.5
Eli Cummins,5.6,0.5
Russi Taylor,6.51666666667,1.5
Tony Ledard,5.7,0.5
Kelly Rowan,5.78916666667,4.8
David Blackwell,6.56,0.5
Martin McDonagh,6.675,9.6
Stig Bergqvist,5.87,3.5
Richard Armitage,7.2375,2.4
Max Records,6.13488294314,5.98
Andrew Shue,5.91,1.0
Ron Pardo,5.69,0.5
Noah Ringer,5.0,5.48
Susan Backlinie,7.15,0.5
Mikal P. Lazarev,6.15,0.5
Bill Leadbitter,4.97,0.5
Carlos Duplat,5.31,0.5
Kenneth Tobey,6.7025,2.4
Alessandro Gassman,5.96,5.48
Joe Flynn,6.95,1.9
Llyr Ifans,4.98,5.48
Trevor Fehrman,6.93,0.5
Bob Skidmore,6.45,0.5
Tammin Sursok,5.29,0.5
Toshir Mifune,4.23965517241,2.9
Sophie Thompson,6.46,0.5
Joseph Minion,6.8,1.3
Howard Jerome,5.77,0.5
Griff Rhys Jones,5.31,0.5
Perry Lang,6.04666666667,1.5
Michael Carven,3.92,0.5
Mike Leigh,6.27666666667,14.4
Nadine Bernecker,5.91,0.5
Carsten Norgaard,5.61,0.5
Indra Ov,6.19,1.5
Kevin Falls,5.01,2.6
Sam Gilroy,5.53,0.5
Mohamad Nader Khadjeh,7.23,1.9
Gina Mastrogiacomo,7.34,0.5
Randi Brooks,5.86,0.5
Amanda Bynes,5.98332155477,22.64
Sam Josepher,6.02,0.5
Isiah Whitlock Jr.,6.125,2.0
Nathan Corbett,6.77,1.9
K.D. Aubert,4.70666666667,1.5
Kelly Sry,4.66,0.5
Irene Worth,4.98,0.5
