Name,Score,Weight
Billy Ray Cyrus,5.02326647564,6.98
Barrie Rice,6.66,0.5
Lorraine Cheshire,5.89,0.5
Lily Mo Sheen,6.12,0.5
Curtis Holbrook,6.21,0.5
Vernon Lynch,4.93,1.3
Don Pardo,6.51,1.9
Ariel Waller,6.64,0.5
Paul Stewart,6.015,1.0
Derek Boyer,4.19,0.5
Matthew Fox,6.04174183515,12.86
Anne Giotta,6.26,1.9
Carlos Andrs Gmez,6.8,0.5
Joe Pentangelo,6.08,0.5
John McMartin,6.22333333333,3.0
Luciano Rauso,6.58,0.5
Peter Gale,6.5,0.5
Mike White,6.3399263623,13.58
Carmen Maura,7.11,5.48
Lu Leonard,5.26,0.5
Jess Willard,6.33,5.48
Steve Bendelack,5.9,3.5
Ral Esparza,4.95,0.5
Stephanie Ittleson,7.26,0.5
Frank Maraden,4.29,0.5
Bruno Wolkowitch,5.63,0.5
Lally Cadeau,6.17,0.5
Devin DeVasquez,5.75,0.5
Domhnall Gleeson,7.085,1.0
Meera Simhan,4.35,0.5
Craig Storper,6.73,1.3
Wes Craven,5.94035422343,73.4
Sandra Vergara,5.86,0.5
Charles Dennis,5.24,0.5
Ben Daniels,5.14,0.5
Mark A. Altman,3.88,1.3
Nicollette Sheridan,5.28489260143,8.38
Kim Kahana,6.06,0.5
Colin Trevorrow,6.75,3.5
Rusty Schwimmer,5.98529411765,6.8
Edwin Neal,8.01,0.5
Andrew Steel,4.56,1.0
Pamela Blair,6.11511705686,5.98
Sarah Dampf,6.12,0.5
George Shapiro,6.38,0.5
Kipp Marcus,5.34,0.5
Joseph Finder,5.83,1.3
Kim Myers,5.88404682274,5.98
Tricia Vessey,4.28,0.5
Bartlett Robinson,6.99,0.5
Austin Naulty,3.56,0.5
Stuart Pankin,5.25428571429,4.9
Zeljko Kecojevic,4.6,0.5
David Mann,4.72,0.5
Toni Bertorelli,6.91,0.5
John Mahon,6.18,0.5
Rob Camilletti,6.73,0.5
Duangjai Srisawang,5.24,0.5
Julio Perilln,6.48,0.5
Leni Harper,3.53,0.5
Judith Hoag,6.61,0.5
Marcia Gay Harden,6.22800107181,37.32
Jack McKenzie,6.09,0.5
Justin Rice,6.45,0.5
Paula Trueman,6.62,0.5
Jacob Haines,6.36,0.5
Robert Penn Warren,5.28,1.3
Max Hart,5.47,0.5
Charlotte Aronofsky,6.93,0.5
Ken Hutchison,6.16,0.5
Gene Colan,6.19,1.3
Michael Joseph Thomas Ward,5.94,0.5
Trevor Thomas,4.62,0.5
Pedro Altamirano,6.03,1.0
David McHugh,2.8,1.3
Hollis McLaren,6.67,0.5
Nigel Terry,4.34,1.0
J.J. Clark,5.06,1.9
Adam Carolla,6.22013736264,7.28
Damin Alczar,5.97,0.5
Irving Hellman,6.71,0.5
Jeff Ayers,3.86,0.5
Colby Minifie,5.1,0.5
Chien Sheng,4.38,0.5
Dan Cutforth,5.47,3.5
Chris Singh,6.26,0.5
Trina McGee,5.36,0.5
Paige Turco,5.59,10.96
Lawrence Gilliard Jr.,5.88,2.5
Franky Mwangi,5.98,0.5
Michael Paul Chan,5.47166666667,3.0
Michael J. Burg,6.84,0.5
Karin Konoval,6.36885802469,6.48
Mischa Barton,5.59197707736,6.98
Heidi Kramer,5.08,0.5
Isabel Ellsen,5.92,1.3
Greg D'Agostino,6.46,0.5
Shelby Vischer,5.97,0.5
Heidi Schanz,5.03379310345,2.9
Duncan Smith,4.39,0.5
Ryan Kent,5.31,0.5
Jeffrey DeMunn,6.11206521739,9.2
Zoie Palmer,6.23,0.5
Dan Schneider,5.545,3.6
Delores Hall,6.44,0.5
Bobby Slayton,5.7875,2.0
Georgie Glen,6.6,1.0
John Travis,4.93,1.3
Leo Lee,5.8125,2.4
Matt Koby,5.42,0.5
Eugene Elman,6.74,0.5
Brook Bennett,6.12,0.5
Benh Zeitlin,7.04,4.8
Sylvain Landry,3.8,0.5
Philip LaZebnik,6.27,1.3
Chris Morgan,6.07,3.9
Philip Riccio,5.5,0.5
Gail Stanley,6.93,0.5
Delaney Driscoll,6.59,0.5
Turk Pipkin,6.4,0.5
Glenn Fitzgerald,6.114,2.5
Carl Gottlieb,6.42032258065,3.1
Janine Turner,5.32578828829,8.88
Reggie Jackson,5.42,1.0
Matthew Bright,4.955,9.6
Lou Ferrigno,5.915,1.0
Rosemary Ledee,6.77,0.5
Aspasia Kralli,5.43,0.5
Irene Michaels,6.2,0.5
Phanie Napoli,5.05,0.5
Kelly Fremon,5.12,1.3
Nancy Wilson,4.75,0.5
Craig Bierko,6.00495738636,14.08
Charles Napier,6.68857142857,9.38
Johnny Cash,7.09,1.3
Suzie Plakson,5.915,2.0
Ben Foster,5.88446886447,21.84
Michaelia Carroll,6.44,0.5
Lauren Collis,4.04,0.5
Gary Nelson,5.83,3.5
Jordan Fry,6.26,0.5
Cul Cullen,6.73,1.3
Darlene Hunt,6.0,0.5
Mara Fernndez Cruz,6.22,0.5
Kurt Loder,5.195,1.0
Kevin Loring,5.27,0.5
Sonja Smits,6.07895061728,6.48
George Nolfi,6.28983606557,6.1
Inez Yan,4.2,0.5
Spider Stacy,5.19,0.5
Chip Love,7.15,0.5
Matt Lucas,6.26333333333,1.5
Do Thi Hai Yen,6.12,1.9
Tom Berry,5.57,0.5
Josh A. Cagan,5.65,1.3
Steven Keats,6.78,1.9
Didier Azoulay,6.13,0.5
Andr Christian,7.09,5.48
Anthony Giaimo,5.58,0.5
Bill Maher,7.04,5.48
Dillon Casey,4.62166666667,2.4
Bob Gerardi,6.45,0.5
Jim Cummings,6.12755972696,23.44
Charles Borromel,6.16,0.5
Amber Scott,6.12,0.5
Peter Cattaneo,5.78333333333,10.5
Erin Champaign,5.25,0.5
James Karen,6.32853535354,11.88
Eliott Keener,6.16,1.0
Debbie Shapiro Gravitte,6.78,0.5
Steve Bannos,6.64,0.5
Adam Hendershott,5.79,0.5
Sam Derence,3.17,0.5
William Severs,5.76,0.5
Megan McFarland,5.68,0.5
Robert C. Treveiler,5.815,1.0
Lauren Fox,7.53,0.5
Chynna Phillips,4.39,0.5
Zoe Sternbach-Taubman,5.88,0.5
Tom Dreesen,6.38,0.5
Kirk De Micco,5.06737704918,6.1
Vicki Polon,5.28,1.3
Daniel E. Smith,6.35,0.5
Jason Hurt,5.63,0.5
Bobby Cannavale,5.76944444444,5.4
David Lewis,5.52,0.5
Larry Lamb,4.24,0.5
Chris Santos,5.36,5.48
Kim Fenton,6.59,0.5
Rishi Bhat,5.62,0.5
Jeremy Applegate,6.18,0.5
Edrick Browne,4.82666666667,1.5
Manuel de Blas,4.9,1.0
Casey Pieretti,6.0,0.5
Courtney J. Clark,6.1,0.5
Eugene Lau,6.09,0.5
Nino Degennaro,5.3,0.5
Wendy Anderson,4.62,0.5
David Sullivan,7.26,5.48
Joe Dobbs III,5.83,0.5
Yaani King,5.15,0.5
Joanne Neer,5.94,0.5
Suzanne Rico,6.02583333333,2.4
Heidi Holicker,6.75,0.5
Finley Jacobsen,6.5,0.5
Peter Heg,5.19,1.3
Bryan Spicer,4.99,10.5
Nicky Olson,5.76,0.5
Dominick Mazzie,7.09,0.5
Paul Scherrer,5.11,5.48
Ira Levin,5.58,3.9
Paolo Lorimer,4.83,0.5
Michael Lomazow,6.33,0.5
Linda Bright Clay,6.73,0.5
Linda Broughton,6.61,0.5
Taylor Anne Reid,5.47,0.5
Joanna Numata,6.47,0.5
Francine Segal,6.85,0.5
Joe Haldeman,4.72,1.3
Miles Anderson,4.57,1.9
Chad Feehan,5.63,1.3
Jodie Foster,6.21187242145,63.02
Jack Donovan Saperstein,5.97,0.5
Max Antisell,5.75,0.5
Derrick Karg,6.18,0.5
Raymond Serra,5.92,0.5
Richard Sheridan,6.61,0.5
Susan Messing,5.21,0.5
Adeel Akhtar,6.155,1.0
Holly Pelham,5.15,0.5
Ken Samuels,4.69,0.5
Uriel Byfield,5.52,0.5
J.D. Evermore,4.12,0.5
Gary Valentine,5.81,0.5
Ashley Crow,6.07,0.5
Juan Uribe,5.19,0.5
Ben Campbell,6.34,0.5
Penelope Ann Miller,5.5918113612,18.66
Gordon Currie,5.37,1.5
Charlotte Gainsbourg,5.74535776614,11.46
Winston Groom,7.58,1.3
Michael Gaston,5.81,3.5
David Kross,6.56458333333,2.4
Rose Bosch,5.5,1.3
Cece Neber Labao,6.09,0.5
Brian Presley,4.65750677507,7.38
E.R. Davies,5.49,0.5
Noah Emmerich,6.09317073171,8.2
Zo Bright,5.72,0.5
Gabrielle Lloyd,5.55,0.5
Jocelyn Brando,6.25,0.5
Robin Moseley,6.24,0.5
Emilia Fox,7.01,5.48
Juliet Snowden,6.0,1.3
Ian MacGregor,6.42,0.5
Larry Doyle,5.30333333333,3.9
Lonette McKee,5.9075,6.8
Terence Heuston,6.5,0.5
Alisha Morrison,5.86,0.5
Jeff Jones,4.34,0.5
John D. LeMay,5.34,5.48
Isabelle Rose Kircher,6.72,0.5
Trinidad Silva,6.23,0.5
Malcolm Stewart,6.06,1.0
Valeria Bruni Tedeschi,6.52,0.5
Anna Keaveney,6.36,1.9
Lorenzo Lamas,5.47,0.5
Justin Gorence,3.41,0.5
Richard Epcar,5.43,0.5
Christine Dunford,6.58,1.9
Lee Bendick,7.39,0.5
Cali Timmins,5.27,0.5
John Henry Faulk,8.01,0.5
Keith Ewell,5.22,0.5
Riley Steele,5.64,0.5
Will Hayes,4.66,1.3
Deborah Goodrich,5.96,0.5
Rob Blake,4.52,0.5
Charles Armstrong,7.44,0.5
Aaron Schneider,6.38,3.5
Andy Mackenzie,5.39,0.5
Sasha von Scherler,6.22,0.5
Nick Price,6.04,0.5
Paul Giamatti,6.07125279642,44.7
Jadeen Barbor,5.24,0.5
Guy Boyd,6.05,0.5
Rochelle Aytes,5.47,0.5
Reid Cruickshanks,6.35,0.5
Ralph Grierson,6.31,5.48
Huck Botko,4.91852459016,6.1
David Gallagher,5.69206896552,2.9
Larry Charles,6.46,14.0
James Simmons,6.66,0.5
Nicholas Kazan,5.995,2.6
Mark Aisbett,5.01,5.48
Dick Rude,5.22159340659,7.28
Bella Riza,5.22,1.9
Carlo Rota,6.05,0.5
Penn Badgley,6.71657407407,6.48
Azharuddin Mohammed Ismail,7.39,0.5
Glynn Williams,5.44,0.5
Jerry Siegel,6.325,2.6
B.J. Nelson,6.01,1.3
Marc Bonan,6.04,0.5
Bitty Schram,6.53,0.5
Pearce Quigley,5.99,0.5
Eric Leighton,5.95,3.5
Simone-lise Girard,6.18,0.5
Jay Robinson,6.66,0.5
David Lea,5.46,0.5
Victor Canning,6.45,1.3
Richard Outten,5.32,2.6
Peter Young,6.59,1.3
Eric Wald,5.12,1.3
Phyllis Malcom,6.78,0.5
Ebon Moss-Bachrach,5.92291666667,2.4
Annabella Sciorra,5.98804435484,19.84
Biddy Hodson,5.935,1.0
Robert Anthony Marcucci,6.53,0.5
Robin McGee,5.15,1.0
Lawrence Monoson,6.24,0.5
Camille Cooper,5.63,0.5
Steve Lawrence,5.15,0.5
Wendell Mayes,6.78,1.3
Michael Rispoli,5.80204545455,8.8
Lonny Ross,5.67,0.5
Mark Schooley,5.44,0.5
Yaiza Guimar,4.75,0.5
Taran Killam,5.61,1.0
Serge Christianssens,6.35,0.5
Rodney Eastman,5.94794117647,3.4
John Walter Davis,6.28,0.5
Jolyon James,5.82,0.5
Karen Raff,6.2,0.5
Gregory Mackenzie,3.9,3.5
Ellen Bauer,5.15,0.5
Stephanie Roth Haberle,6.46245283019,5.3
Peter Holden,6.31,0.5
Martha MacIsaac,7.08,0.5
Loren Omer,6.36,0.5
Genevieve McCarthy,4.8,0.5
Alan Hopgood,6.06,1.0
Michael A. Andrews,5.14,0.5
Jerzy Kosinski,6.46,1.9
Jamie Bronow,5.42,0.5
Pamela Rabe,5.55,0.5
Joe Dallesandro,5.5825,2.0
Jack Cafferty,6.46,0.5
Lomax Study,4.01,0.5
Sydney Tamiia Poitier,6.17,0.5
Tom Brennan,6.76,0.5
Sydni Beaudoin,5.36,0.5
Robert Duncan McNeill,5.27,0.5
Cheo Hodari Coker,6.14,1.3
Geremy Webster,4.94,0.5
Alia Rhiana Eckerman,6.15,0.5
Morgan Eastwood,6.57,0.5
Desi Singh,5.65,0.5
Richard Boes,6.76,1.5
George Lopez,5.87058823529,3.4
Robert Carlyle,6.1232238548,23.14
Aaron Stockard,6.7,1.3
Hilary Pingle,5.5,0.5
Ace Yonamine,5.9,0.5
Dick Hancock,5.61,0.5
Paul Winfield,6.64953488372,4.3
Ed Trucco,4.5,0.5
Randall Carver,6.95,0.5
Richard Warwick,5.49,0.5
Randall Miller,5.69771144279,20.1
Jadrien Steele,5.94,0.5
Hunter Schroeder,5.55,0.5
Arianna Veronesi,5.7,0.5
William Wise,6.1,1.5
Andrew Kemler,5.65,0.5
Sam Morton,6.01,0.5
Ray Iannicelli,6.59,0.5
Joe Nipote,5.86,0.5
Barbara Carrera,5.77674418605,4.3
Jesse Dylan,5.81,10.5
Lacey Kohl,6.20666666667,1.5
Michael Shillo,6.5,0.5
Johnny Whitworth,5.24833333333,3.0
Bob Griffin,7.87,1.9
John McConnell,6.27510204082,4.9
France Nuyen,6.31,2.9
Richard Young,5.865,2.4
lex de la Iglesia,3.85,4.8
Nicholas Alexander,5.62,0.5
Agustn Silva,6.49,0.5
Patricia Hastie,6.89,0.5
Loyd Keith Salter,6.63,0.5
Paul Rudd,5.95290208415,50.86
Berwick Kaler,5.57,0.5
Dante Walker,6.19,0.5
Kelly Keaton,6.44,1.0
Bozidar Smiljanic,5.25,0.5
Richard Brooker,5.96,0.5
Carol Locatell,5.845,1.0
Richard Vanstone,5.49,0.5
Samuel E. Wright,6.11275862069,2.9
Arie Verveen,6.19,0.5
Ramy Zada,4.92,5.48
Ed Corbett,6.18,0.5
Harry Fischler,7.8,0.5
CeeLo Green,6.52,0.5
Amanda Righetti,5.84,1.9
Brittney Lee Harvey,5.83,0.5
Della Reese,5.78666666667,1.5
Ip Choi Nam,7.03,0.5
Lola Andr,5.8,0.5
Isabelle Blais,6.18,0.5
Joe Don Baker,6.71226720648,9.88
David Schramm,5.57,1.0
Maggie Ma,5.8,0.5
Arron Shiver,4.18,1.0
Ron Millkie,6.57,0.5
Eric Siegel,3.77,0.5
Alan Ball,7.57,1.3
Nicole Swahn,4.5,0.5
Mark Arnott,4.45,0.5
Christopher Doyle,5.61,0.5
Lorria Richards,5.11,0.5
Casey Bond,6.69,0.5
Jodi Benson,6.02276849642,8.38
Richard Price,5.7775,5.2
Danny Smith,5.92,0.5
James Doohan,6.1449382716,8.1
Rex Linn,5.55727272727,5.5
David A. Newman,6.29,1.3
Will Mahoney,6.45,1.9
Helena Little,5.8,1.9
Lee Strasberg,7.7,0.5
Sebastin Silva,6.49,4.8
Nathan Dean,6.9,0.5
Jeff Nimoy,5.55,1.8
Peter Benson,5.945,1.0
Gary 'G. Thang' Johnson,3.54,1.9
Maud Winchester,5.63,0.5
Michael Finch,6.05,1.3
Josh Holloway,6.57,0.5
Cara Seymour,5.90534521158,8.98
Eric Godon,6.205,1.0
Onalee Ames,5.82,0.5
Amara Karan,6.13375,2.4
Julie Christie,6.29529411765,3.4
Kelly Clarkson,3.41,5.48
Omar Pastran,6.13,0.5
Paul Greengrass,6.55268656716,20.1
Paul Williams,5.83,0.5
Derek Jeter,6.13,5.48
Jim True-Frost,6.19833333333,2.4
Anne Stedman,5.14,0.5
Michael Oliver,5.05051490515,7.38
Jessica Carlson,5.51,1.9
T.P. McKenna,4.84375,2.4
William Moseley,6.12162790698,4.3
Molly Manago,6.03,0.5
scar Jaenada,6.07,0.5
Roger Christian,3.8,3.5
John Hoffman,5.50854166667,4.8
Joe Masteroff,7.17,1.3
William Kotzwinkle,5.97,1.3
Noah Fryrear,6.2,0.5
Joe Egender,4.48,0.5
Bruce Potts,4.53,0.5
Armin Mueller-Stahl,6.09734177215,9.48
Peter Chelsom,5.315,14.0
Nicholas Yu,3.71,0.5
Ben Marley,4.3,0.5
James Flynn,5.68,0.5
Catherine Keener,5.98656399132,46.1
Yves Cameron,4.66,0.5
Tony V.,6.81,0.5
Alan J. Pakula,6.33483660131,15.3
Al Freeman Jr.,6.73,1.9
Linda Hunt,5.8325,4.8
Ernesto Griffith,4.58,0.5
Tyke Caravelli,5.71,0.5
Aldo Ray,6.58,0.5
Peter Meadows,6.11,5.48
Roy Ceballos,4.46,0.5
Louise Wright,6.87,0.5
Jeanne Rosenberg,7.04,1.3
Katherine Boecher,5.35,0.5
Andrew Koponen,6.51,0.5
Sinqua Walls,4.66,0.5
Frank Abagnale Jr.,7.02,1.3
Fritzi Jane Courtney,4.11,0.5
Gina Petrushka,7.57,0.5
William Stumpp,6.01,1.9
Cherry Jones,5.59523206751,9.48
Karlyn Michelson,5.45,0.5
Tom McLoughlin,5.97490566038,5.3
Beth Raymer,3.35,1.3
Ana Obregn,4.14,1.9
Jonathan Rhys Meyers,5.95122910521,20.34
Leon Skinner,6.57,0.5
Friederike Kempter,5.89,0.5
Forrest Landis,5.95,1.5
Miguel Ligero,5.69,0.5
Szimonetta Koncz,6.11,0.5
Alice Hung,6.75,0.5
Jos Ziga,6.08808080808,11.88
Dan Ireland,5.82,3.5
Annabelle Apsion,6.16,0.5
Hal Havins,6.02,5.48
Roger Willie,6.095,1.0
Robert Klein,5.952,2.5
Denise Dowse,5.03366762178,6.98
Dustin Mayfield,6.09,1.9
Dale Waddington,5.88,0.5
Gabriel Casseus,5.87801822323,8.78
Rachel David,5.83,0.5
Vincent Nemeth,6.18,0.5
Gary Dell'Abate,6.26,0.5
Leslie Morris,5.46,1.0
Andreas Sheikh,7.04,0.5
Susan Dalian,5.865,1.0
Allan Havey,6.15,0.5
Kurt Angle,4.63,0.5
Magali Amadei,5.44,0.5
Laura Pallas,5.81,0.5
Josh Pence,5.13,1.9
John Bower,5.06,0.5
Joan Tewkesbury,7.01,1.3
Patti LaBelle,7.56382716049,6.48
Peter Renaday,5.75,0.5
Archie Smith,4.94,0.5
Emma Bunton,4.32,5.48
Alicia Goranson,6.97,0.5
Michael Bryan French,5.24,1.0
Diamond Yukai,7.28,0.5
Chris Casamassa,5.92,0.5
Linda Perri,7.04,0.5
Gigi Bermingham,5.3,0.5
Jill Sprecher,6.31,4.8
LaGaylia Frazier,5.39,0.5
Tony Grisoni,4.075,2.6
Joanna Pavlis,6.81,0.5
Ariel Schulman,6.085,7.0
Gordana Gadzic,5.36,0.5
Raphael Kepinski,5.36,0.5
John Sumner,6.835,1.0
Ron Sauv,5.49,0.5
Edward Jewesbury,5.485,1.0
Justin Sherburn,5.68,0.5
Larry Hagman,5.95,0.5
Marianne E. Bomba,5.07,0.5
Katherine Moennig,6.12,0.5
Dina Meyer,5.58132146204,21.34
Murray Moston,6.31,1.5
Sean Young,5.88182441701,14.58
Frankie Loyal Delgado,6.4,0.5
Chris Engen,5.49,0.5
Joseph Alfieri,6.61,0.5
Ben Affleck,6.16840606816,96.24
Richard Farnsworth,5.72793103448,5.8
Sandra Kinder,5.26,0.5
Andrea Riseborough,5.265,10.96
Will Bowes,6.42,0.5
Dana Belben,6.09,0.5
Jack Nicholson,6.09068066298,90.5
Roddy McDowall,6.11442675159,18.84
Jonathan Dokuchitz,5.79,0.5
Ashley Palmer,8.2,0.5
Rian Bishop,6.17,0.5
Phil Neilson,4.83,0.5
Doug Roberts,5.91,0.5
Russel Savadier,4.375,1.0
Edmund Ward,5.52,1.3
Diana Krner,6.98,0.5
Ted Demme,6.265,7.0
Ed Wheeler,6.57,0.5
Tim Plester,5.75,0.5
John Corbett,4.8119451074,16.76
John Hackett,5.03,0.5
Thomas N. Scortia,6.71,1.3
Boris McGiver,5.42,1.5
Charlotte Asprey,3.85,0.5
Brett Brock,6.69,0.5
Eugene I. Stillman,6.47,0.5
David Smigelski,5.35,0.5
Ernest Borgnine,5.71257995736,9.38
Tim Leffman,7.28,0.5
Warren Takeuchi,5.425,1.0
Heizi,6.87,0.5
Vladimir Mashkov,6.275,1.0
Tonie Perensky,3.77,1.9
Ellen Wong,6.42,0.5
Zach Tyler,5.64,0.5
Ariel Dorfman,5.95,1.3
Petter Nss,4.73,3.5
Kip Ellwood,6.4,0.5
Ronald Searle,5.73,1.3
Joanne DiMauro,6.08,0.5
Chris Martin,5.87,0.5
Gailard Sartain,6.01666666667,4.5
Clive Barker,6.13532786885,12.2
Eliza Roberts,3.29,0.5
Sara Pauley,7.57,0.5
Kane Kosugi,5.025,1.0
Hanna Verboom,4.99,0.5
Arthur Angel,5.83,0.5
Luis Llosa,5.235,7.0
Susan Miller,6.99,0.5
Corbin Bleu,5.21418060201,5.98
P.J. Ochlan,6.31,0.5
Scarlett Pomers,5.92,0.5
Stephen A. Pope,6.32,0.5
Steve Trenbirth,5.6,3.5
Jessica Alba,5.65266755437,45.06
Sean Fortunato,5.42,0.5
Clea DuVall,5.70823383085,16.08
Lateef Crowder,6.22,0.5
Chaka Forman,6.36,1.9
Mark Medoff,5.745,2.6
Michael Dean Jacobs,5.65,1.9
William Gates,7.44,5.48
Alfie Allen,6.81,0.5
Colleen Williams,6.02,0.5
Anne Gee Byrd,5.96,0.5
Cedric Yarbrough,5.86,0.5
Robert Townsend,5.97159554731,21.56
Bob Penny,6.725,1.0
James Adomian,6.37,0.5
Tamela J. Mann,4.72,0.5
Cynthia Harris,4.17,0.5
Mike Falkow,6.27,0.5
Lorene Yarnell Jansson,6.41,0.5
Diva Gray,6.0,1.9
Simon Craig,6.61,0.5
Kristine Howarth,6.01,0.5
Lisa Carpenter-Prewitt,5.54,0.5
Jeannine Taylor,6.57,1.9
Marie-Sohna Conde,6.93,0.5
Ralph Cosham,6.28,0.5
Kristen Wiig,5.99791805094,18.06
Fabian C. Moreno,5.15,0.5
William Tipton,6.92,0.5
Michael Desautels,5.44,0.5
Zhu Zhu,6.09,0.5
Ornella Muti,5.65006688963,5.98
Eric Edwards,5.735,2.0
Savannah Stehlin,6.2,0.5
Lori Anne Flax,7.05,0.5
Mike Malone,6.000625,3.2
Ken King,4.83,0.5
Jonathan Epstein,5.66,0.5
Everlayn Borges,5.63,0.5
Malik Sealy,5.14,0.5
Carlyncia S. Peck,6.31,0.5
Calvin Jung,6.45,1.0
Letoya Luckett,5.27,0.5
Allen Hughes,6.36875,9.6
Eric Gordon,5.76,0.5
Bob Goen,6.03,0.5
Charlotte Stewart,7.64151234568,6.48
Marilyn Tokuda,5.02666666667,1.5
Cathy Trien,5.11,0.5
Thomas Byrd,6.25,0.5
Renji Ishibashi,4.79,0.5
Aja George,5.72,0.5
Robert Mandan,5.7,0.5
Mark Moseley,6.7,0.5
Kim Fleming,5.87,0.5
Tim Ruddy,6.37,0.5
Derek Ritschel,6.02,0.5
Joseph G. Medalis,6.1,1.0
Kris Marshall,6.115,1.0
Angela Bloomfield,6.18,0.5
Brian Ward,4.745,2.6
Kim Poirier,6.67,0.5
Dennis Feldman,5.82,2.6
Andrew Rubin,6.75,0.5
Clifton Collins Jr.,5.62182900433,18.48
Don Rhymer,5.238,6.5
Bobcat Goldthwait,4.81026595745,11.28
Zulay Henao,5.595,1.0
Hoyt Axton,6.67350253807,7.88
Graham Galloway,5.62,0.5
Megan Franich,6.14,0.5
George Langelaan,6.78,1.3
Jasmine Woods,6.15,1.9
Jeffrey Lampert,5.84,0.5
Lisa Marie Newmyer,3.77,0.5
Jeffrey Davies,5.71,0.5
Sh Kosugi,5.92,0.5
Alex Potapenko,5.01,0.5
Roger Jackson,6.19858453473,15.26
Dennis McNicholas,5.21,1.3
Mickey Knox,4.14,0.5
Christian Salazar,5.56,0.5
Thierry Frmont,5.47,0.5
Denis Costanzo,5.2,0.5
Michael Treanor,5.52,5.48
Brenda Song,5.22,1.9
Carol Florence,6.8575,2.4
Peter Abrahams,5.36,1.3
Randall Park,5.77,1.9
Ernest Thomas,6.73,0.5
Moira Kelly,6.08333333333,3.9
Nicholas Kadi,6.85,1.9
Stephen M. Ryder,6.45,1.3
J Blakeson,5.79,4.8
Jessica Stroup,5.40598662207,5.98
Brad Braeden,6.87,0.5
Peter Yates,5.66,7.0
Jackie Guerra,6.08,5.48
Nathan Anderson,5.81,0.5
Tammy Trull,6.36,0.5
Diana Barrows,5.71,0.5
Andrew Bloch,5.605,1.0
Jason Reitman,6.83355932203,11.8
Ye Liu,5.8,1.9
John P. Ryan,5.86111111111,6.3
Eric Darnell,6.30456140351,17.1
Shane Rangi,6.09,1.0
Mark Brinker,5.78,1.3
Price Carson,6.51,5.48
Vin Diesel,5.98704545455,57.2
Glen Morgan,5.49007407407,13.5
Mike Epps,5.48298816568,33.8
Tine Stapelfeldt,5.75,0.5
Evelina Gori,6.3,0.5
Marilyn Meyers,6.04,0.5
Ronnie Farer,6.73,0.5
Taraji P. Henson,5.66158233671,21.74
A Martinez,5.875,1.0
Dick Smothers,6.83,0.5
Stephanie Jacob,6.19,0.5
Jason Myers,5.11,0.5
Rob McElhenney,6.31,0.5
Stubby Kaye,6.83,0.5
Daniel Kunka,5.39,1.3
Jesse Bradford,5.65487664474,24.32
Matt Craven,6.04567567568,7.4
Olivia Munn,6.21125,2.4
Sami Chester,6.46,0.5
Errol Sitahal,6.4,0.5
Charles McKeown,6.04326086957,4.6
Zoe Saldana,6.16170993733,22.34
Lou Perryman,6.26,1.0
David Sanin Paz,8.26,0.5
Joseph Wise,6.27,0.5
Ama Ashe Dongtse,6.03,0.5
Tamra Davis,6.195,7.0
Vince Giordano,5.82,0.5
Tyler Hoechlin,6.66973244147,5.98
Alan Devlin,4.0,0.5
Temple Nash,5.86,0.5
Noureen DeWulf,5.295,1.0
Sylvain Chomet,6.6,4.8
Barry O'Brien,4.91,1.3
Joy de la Paz,5.84,0.5
Paul D'Amato,6.21,0.5
Paul Corning,4.94,1.9
Marshall Cupp,5.68,0.5
Stephen Moyer,5.29,1.5
Paul Dano,6.55339558574,11.78
Dennis Neal,5.38,0.5
Lou Holtz Jr.,5.79,1.3
Paul Jabara,4.59592592593,6.48
Melissa Johnson,6.23,0.5
Alice Connorton,7.02,0.5
Sean Fagan,5.95,0.5
Dan Bradley,5.49,3.5
Dick Green,6.73,0.5
Keith Jardine,5.41,0.5
Mabutho 'Kid' Sithole,6.195,1.0
Tegan West,5.06,1.3
John Standing,6.72666666667,1.5
Caroline Fogarty,6.9,0.5
Jean-Michel Kindt,6.85,0.5
Sean Kelly,6.44,0.5
Mo Fischer,5.69,0.5
Keeley Hawes,6.24274247492,5.98
Terry Camilleri,4.23552845528,7.38
Piers Paul Read,6.27,1.3
Matt Letscher,6.57,0.5
Jesse Weaver Jr.,6.02,0.5
Bruce Weitz,4.92,0.5
Kaela C. Pabon,6.77,0.5
Ringo Lam,5.2,3.5
Rickie Lee Jones,4.47,0.5
Pat Zurica,5.36,0.5
Anthony Hickox,5.35,3.5
Mark Mylod,5.59,3.5
Monica Lewis,5.895,1.0
Steve Markoff,3.9,0.5
Mo McRae,6.24,0.5
Adjoa Andoh,6.31,0.5
Bern Cohen,5.675,1.0
Arnaldur Indriason,6.11,1.3
Nicholas Brendon,5.35,1.9
Lori Cardille,6.46,5.48
Jason Spevack,6.16255813953,4.3
James Watkins,6.32,3.5
Renee Props,6.45,0.5
Curtis Gates,7.44,1.9
Eric Winter,6.2275,2.4
LisaRaye,5.69,5.48
Bruno Barreto,5.12,3.5
Leonard Harris,7.8,0.5
Jordan Valacich,5.58,0.5
Kevin Patrick Walls,6.76208333333,2.4
Elvis Costello,4.55333333333,1.5
Torsten Voges,6.27666666667,1.5
Chris Hebert,6.19,0.5
Rhona Mitra,5.35524390244,8.2
Rory McGuinness,5.8,0.5
Maureen Mylander,6.18,1.3
John Cothran Jr.,6.02857142857,3.5
Andrew Gunn,5.95,0.5
Byron Webster,5.6,0.5
